Surface,Molecule Group,Molecule,Initial Site,DFT Energy (System),DFT Energy (Slab),DFT Energy (Gas),Adsorption Energy
RuO2,alkanes_alkenes_alkynes,Methane,Metal,-923.57,-899.06,-24.04,-0.47
RuO2,alkanes_alkenes_alkynes,Methane,Metal,-923.57,-899.06,-24.04,-0.47
RuO2,alkanes_alkenes_alkynes,Methane,Metal,-923.57,-899.06,-24.04,-0.47
RuO2,alkanes_alkenes_alkynes,Methane,Metal,-923.51,-899.06,-24.04,-0.41
RuO2,alkanes_alkenes_alkynes,Methane,Metal,-923.56,-899.06,-24.04,-0.46
RuO2,alkanes_alkenes_alkynes,Methane,Hole,-923.57,-899.06,-24.04,-0.47
RuO2,alkanes_alkenes_alkynes,Methane,Oxygen,-923.53,-899.06,-24.04,-0.43
RuO2,alkanes_alkenes_alkynes,Methane,Oxygen Bridge,-923.24,-899.06,-24.04,-0.14
RuO2,alkanes_alkenes_alkynes,Methane,Metal Bridge,-923.41,-899.06,-24.04,-0.30
RuO2,alkanes_alkenes_alkynes,Ethane,Metal,-940.25,-899.06,-40.53,-0.66
RuO2,alkanes_alkenes_alkynes,Ethane,Metal,-940.07,-899.06,-40.53,-0.48
RuO2,alkanes_alkenes_alkynes,Ethane,Metal,-940.12,-899.06,-40.53,-0.53
RuO2,alkanes_alkenes_alkynes,Ethane,Oxygen,-939.82,-899.06,-40.53,-0.23
RuO2,alkanes_alkenes_alkynes,Ethane,Oxygen Bridge,-939.82,-899.06,-40.53,-0.23
RuO2,alkanes_alkenes_alkynes,Ethane,Metal Bridge,-940.11,-899.06,-40.53,-0.52
RuO2,alkanes_alkenes_alkynes,Ethane,Metal Bridge,-940.26,-899.06,-40.53,-0.67
RuO2,alkanes_alkenes_alkynes,Ethene,Metal,-932.17,-899.06,-31.98,-1.13
RuO2,alkanes_alkenes_alkynes,Ethene,Metal,-932.16,-899.06,-31.98,-1.11
RuO2,alkanes_alkenes_alkynes,Ethene,Metal,-931.43,-899.06,-31.98,-0.38
RuO2,alkanes_alkenes_alkynes,Ethene,Hole,-932.13,-899.06,-31.98,-1.09
RuO2,alkanes_alkenes_alkynes,Ethene,Oxygen,-932.17,-899.06,-31.98,-1.12
RuO2,alkanes_alkenes_alkynes,Ethene,Oxygen,-931.18,-899.06,-31.98,-0.14
RuO2,alkanes_alkenes_alkynes,Ethene,Oxygen Bridge,-932.14,-899.06,-31.98,-1.09
RuO2,alkanes_alkenes_alkynes,Ethene,Metal Bridge,-931.32,-899.06,-31.98,-0.27
RuO2,alkanes_alkenes_alkynes,Ethene,Metal Bridge,-931.66,-899.06,-31.98,-0.61
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.89,-899.06,-57.10,-0.73
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.90,-899.06,-57.10,-0.74
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.70,-899.06,-57.10,-0.54
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.90,-899.06,-57.10,-0.74
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.70,-899.06,-57.10,-0.54
RuO2,alkanes_alkenes_alkynes,Propane,Metal,-956.89,-899.06,-57.10,-0.73
RuO2,alkanes_alkenes_alkynes,Propane,Hole,-956.80,-899.06,-57.10,-0.64
RuO2,alkanes_alkenes_alkynes,Propane,Oxygen,-956.56,-899.06,-57.10,-0.40
RuO2,alkanes_alkenes_alkynes,Propane,Oxygen,-956.48,-899.06,-57.10,-0.32
RuO2,alkanes_alkenes_alkynes,Propane,Oxygen,-956.53,-899.06,-57.10,-0.37
RuO2,alkanes_alkenes_alkynes,Propane,Oxygen,-956.35,-899.06,-57.10,-0.19
RuO2,alkanes_alkenes_alkynes,Propane,Oxygen Bridge,-956.35,-899.06,-57.10,-0.19
RuO2,alkanes_alkenes_alkynes,Propane,Metal Bridge,-956.93,-899.06,-57.10,-0.78
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal,-939.21,-899.06,-39.84,-0.31
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal,-940.14,-899.06,-39.84,-1.24
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal,-940.15,-899.06,-39.84,-1.25
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal,-939.99,-899.06,-39.84,-1.09
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Hole,-940.07,-899.06,-39.84,-1.17
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Oxygen,-939.08,-899.06,-39.84,-0.18
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Oxygen,-939.14,-899.06,-39.84,-0.24
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Oxygen,-939.20,-899.06,-39.84,-0.30
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Oxygen Bridge,-939.06,-899.06,-39.84,-0.16
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Oxygen Bridge,-940.43,-899.06,-39.84,-1.52
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal Bridge,-939.50,-899.06,-39.84,-0.60
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal Bridge,-939.25,-899.06,-39.84,-0.35
RuO2,alkanes_alkenes_alkynes,Prop-1-yne,Metal Bridge,-940.10,-899.06,-39.84,-1.20
RuO2,alkanes_alkenes_alkynes,Propylene,Metal,-949.11,-899.06,-48.71,-1.34
RuO2,alkanes_alkenes_alkynes,Propylene,Metal,-949.10,-899.06,-48.71,-1.33
RuO2,alkanes_alkenes_alkynes,Propylene,Metal,-949.11,-899.06,-48.71,-1.33
RuO2,alkanes_alkenes_alkynes,Propylene,Hole,-949.11,-899.06,-48.71,-1.33
RuO2,alkanes_alkenes_alkynes,Propylene,Oxygen,-949.10,-899.06,-48.71,-1.33
RuO2,alkanes_alkenes_alkynes,Propylene,Oxygen,-947.96,-899.06,-48.71,-0.19
RuO2,alkanes_alkenes_alkynes,Propylene,Oxygen,-948.09,-899.06,-48.71,-0.31
RuO2,alkanes_alkenes_alkynes,Propylene,Metal Bridge,-949.10,-899.06,-48.71,-1.33
RuO2,alkanes_alkenes_alkynes,Acetylene,Metal,-923.23,-899.06,-22.95,-1.22
RuO2,alkanes_alkenes_alkynes,Acetylene,Metal,-923.21,-899.06,-22.95,-1.19
RuO2,alkanes_alkenes_alkynes,Acetylene,Metal,-923.20,-899.06,-22.95,-1.19
RuO2,alkanes_alkenes_alkynes,Acetylene,Oxygen Bridge,-922.57,-899.06,-22.95,-0.56
RuO2,alkanes_alkenes_alkynes,Acetylene,Oxygen Bridge,-924.40,-899.06,-22.95,-2.38
RuO2,alkanes_alkenes_alkynes,Acetylene,Metal Bridge,-922.57,-899.06,-22.95,-0.56
RuO2,alkanes_alkenes_alkynes,Acetylene,Metal Bridge,-923.22,-899.06,-22.95,-1.20
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Metal,-930.87,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Metal,-930.88,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Metal,-930.88,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Hole,-930.88,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Hole,-930.88,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Oxygen,-929.60,-899.06,-30.22,-0.31
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Oxygen,-930.10,-899.06,-30.22,-0.81
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Oxygen Bridge,-929.67,-899.06,-30.22,-0.38
RuO2,alcohols_aldehydes_ketones_ethers,Methanol,Metal Bridge,-930.88,-899.06,-30.22,-1.59
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Metal,-946.95,-899.06,-46.93,-0.96
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Metal,-946.84,-899.06,-46.93,-0.85
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Hole,-946.71,-899.06,-46.93,-0.73
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Hole,-947.62,-899.06,-46.93,-1.63
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Hole,-946.68,-899.06,-46.93,-0.69
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Oxygen,-946.33,-899.06,-46.93,-0.34
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Oxygen,-946.17,-899.06,-46.93,-0.18
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Oxygen Bridge,-946.39,-899.06,-46.93,-0.41
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Metal Bridge,-947.71,-899.06,-46.93,-1.72
RuO2,alcohols_aldehydes_ketones_ethers,Ethanol,Metal Bridge,-946.68,-899.06,-46.93,-0.69
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Metal,-963.63,-899.06,-63.64,-0.92
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Metal,-964.45,-899.06,-63.64,-1.74
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Hole,-963.33,-899.06,-63.64,-0.62
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Hole,-964.43,-899.06,-63.64,-1.72
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Oxygen,-962.91,-899.06,-63.64,-0.21
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Oxygen,-962.94,-899.06,-63.64,-0.24
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Oxygen Bridge,-963.19,-899.06,-63.64,-0.49
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Oxygen Bridge,-963.46,-899.06,-63.64,-0.76
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Metal Bridge,-963.62,-899.06,-63.64,-0.92
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-ol,Metal Bridge,-964.45,-899.06,-63.64,-1.75
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Metal,-922.91,-899.06,-22.14,-1.71
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Metal,-921.39,-899.06,-22.14,-0.19
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Hole,-922.38,-899.06,-22.14,-1.19
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Oxygen,-921.41,-899.06,-22.14,-0.21
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Oxygen Bridge,-921.46,-899.06,-22.14,-0.26
RuO2,alcohols_aldehydes_ketones_ethers,Formaldehyde,Metal Bridge,-922.39,-899.06,-22.14,-1.19
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Metal,-938.65,-899.06,-39.09,-0.49
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Metal,-939.53,-899.06,-39.09,-1.38
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Metal,-939.53,-899.06,-39.09,-1.37
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Hole,-939.53,-899.06,-39.09,-1.38
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Oxygen,-939.52,-899.06,-39.09,-1.37
RuO2,alcohols_aldehydes_ketones_ethers,Acetaldehyde,Oxygen Bridge,-939.44,-899.06,-39.09,-1.29
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Metal,-956.15,-899.06,-56.03,-1.06
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Metal,-956.55,-899.06,-56.03,-1.46
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Metal,-956.51,-899.06,-56.03,-1.42
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Hole,-956.28,-899.06,-56.03,-1.19
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Oxygen,-955.35,-899.06,-56.03,-0.26
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Oxygen Bridge,-955.17,-899.06,-56.03,-0.08
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Oxygen Bridge,-956.52,-899.06,-56.03,-1.43
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Metal Bridge,-956.55,-899.06,-56.03,-1.46
RuO2,alcohols_aldehydes_ketones_ethers,Propan-2-one,Metal Bridge,-955.71,-899.06,-56.03,-0.63
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Metal,-946.12,-899.06,-46.43,-0.63
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Metal,-946.51,-899.06,-46.43,-1.02
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Hole,-946.78,-899.06,-46.43,-1.30
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Oxygen,-945.80,-899.06,-46.43,-0.31
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Oxygen Bridge,-945.78,-899.06,-46.43,-0.29
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Oxygen Bridge,-945.67,-899.06,-46.43,-0.18
RuO2,alcohols_aldehydes_ketones_ethers,Ethoxymethane,Metal Bridge,-945.91,-899.06,-46.43,-0.42
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Metal,-929.00,-899.06,-27.65,-2.29
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Metal,-928.41,-899.06,-27.65,-1.70
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Hole,-928.20,-899.06,-27.65,-1.49
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Oxygen,-927.09,-899.06,-27.65,-0.37
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Oxygen Bridge,-927.00,-899.06,-27.65,-0.29
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Oxygen Bridge,-927.10,-899.06,-27.65,-0.39
RuO2,thiols_thials_thioketones_thioethers,Methanethiol,Metal Bridge,-929.01,-899.06,-27.65,-2.29
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Metal,-919.95,-899.06,-19.12,-1.77
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Hole,-919.15,-899.06,-19.12,-0.97
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Oxygen,-919.81,-899.06,-19.12,-1.63
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Oxygen,-918.36,-899.06,-19.12,-0.18
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Oxygen Bridge,-919.92,-899.06,-19.12,-1.74
RuO2,thiols_thials_thioketones_thioethers,Methanethial,Metal Bridge,-919.01,-899.06,-19.12,-0.83
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Metal,-944.93,-899.06,-44.24,-1.63
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Metal,-945.63,-899.06,-44.24,-2.33
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Metal,-945.61,-899.06,-44.24,-2.31
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Hole,-945.05,-899.06,-44.24,-1.75
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Hole,-943.54,-899.06,-44.24,-0.24
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Oxygen,-944.13,-899.06,-44.24,-0.83
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Oxygen Bridge,-943.62,-899.06,-44.24,-0.32
RuO2,thiols_thials_thioketones_thioethers,Ethanethiol,Metal Bridge,-944.04,-899.06,-44.24,-0.74
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Metal,-936.76,-899.06,-36.02,-1.67
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Metal,-936.86,-899.06,-36.02,-1.78
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Hole,-935.57,-899.06,-36.02,-0.49
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Oxygen,-935.27,-899.06,-36.02,-0.19
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Oxygen Bridge,-935.42,-899.06,-36.02,-0.33
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Oxygen Bridge,-935.30,-899.06,-36.02,-0.21
RuO2,thiols_thials_thioketones_thioethers,Ethanethial,Metal Bridge,-936.48,-899.06,-36.02,-1.40
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Metal,-956.23,-899.06,-55.39,-1.78
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Metal,-958.16,-899.06,-55.39,-3.71
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Metal,-956.51,-899.06,-55.39,-2.06
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Hole,-958.04,-899.06,-55.39,-3.59
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Oxygen,-955.85,-899.06,-55.39,-1.39
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Oxygen Bridge,-955.86,-899.06,-55.39,-1.40
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Oxygen Bridge,-957.11,-899.06,-55.39,-2.65
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Metal Bridge,-958.16,-899.06,-55.39,-3.70
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thiol,Metal Bridge,-956.62,-899.06,-55.39,-2.16
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal,-953.59,-899.06,-52.83,-1.70
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal,-954.02,-899.06,-52.83,-2.13
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Hole,-954.02,-899.06,-52.83,-2.13
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Oxygen,-952.10,-899.06,-52.83,-0.21
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Oxygen Bridge,-953.72,-899.06,-52.83,-1.83
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal Bridge,-953.74,-899.06,-52.83,-1.85
RuO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal Bridge,-953.11,-899.06,-52.83,-1.22
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal,-945.11,-899.06,-44.21,-1.83
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal,-944.96,-899.06,-44.21,-1.68
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Hole,-943.90,-899.06,-44.21,-0.62
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Oxygen,-943.64,-899.06,-44.21,-0.36
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Oxygen,-945.08,-899.06,-44.21,-1.80
RuO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Oxygen Bridge,-943.44,-899.06,-44.21,-0.17
RuO2,amines,Methanamine,Metal,-936.80,-899.06,-35.68,-2.06
RuO2,amines,Methanamine,Hole,-936.79,-899.06,-35.68,-2.05
RuO2,amines,Methanamine,Hole,-936.76,-899.06,-35.68,-2.02
RuO2,amines,Methanamine,Hole,-936.80,-899.06,-35.68,-2.06
RuO2,amines,Methanamine,Oxygen,-935.50,-899.06,-35.68,-0.76
RuO2,amines,Methanamine,Oxygen Bridge,-935.05,-899.06,-35.68,-0.31
RuO2,amines,Ethanamine,Metal,-953.50,-899.06,-52.33,-2.10
RuO2,amines,Ethanamine,Metal,-953.49,-899.06,-52.33,-2.10
RuO2,amines,Ethanamine,Hole,-953.48,-899.06,-52.33,-2.08
RuO2,amines,Ethanamine,Hole,-953.50,-899.06,-52.33,-2.10
RuO2,amines,Ethanamine,Oxygen,-952.19,-899.06,-52.33,-0.79
RuO2,amines,Ethanamine,Oxygen,-951.68,-899.06,-52.33,-0.28
RuO2,amines,Ethanamine,Oxygen,-951.72,-899.06,-52.33,-0.33
RuO2,amines,Ethanamine,Metal Bridge,-952.20,-899.06,-52.33,-0.80
RuO2,amines,Propan-2-amine,Metal,-966.46,-899.06,-63.59,-3.80
RuO2,amines,Propan-2-amine,Metal,-966.61,-899.06,-63.59,-3.95
RuO2,amines,Propan-2-amine,Metal,-966.61,-899.06,-63.59,-3.95
RuO2,amines,Propan-2-amine,Hole,-964.50,-899.06,-63.59,-1.84
RuO2,amines,Propan-2-amine,Oxygen,-966.54,-899.06,-63.59,-3.89
RuO2,amines,Propan-2-amine,Oxygen,-965.49,-899.06,-63.59,-2.83
RuO2,amines,Propan-2-amine,Oxygen Bridge,-965.71,-899.06,-63.59,-3.05
RuO2,amines,Propan-2-amine,Metal Bridge,-966.62,-899.06,-63.59,-3.96
RuO2,amines,Trimethylamine,Metal,-969.16,-899.06,-68.40,-1.70
RuO2,amines,Trimethylamine,Metal,-969.16,-899.06,-68.40,-1.70
RuO2,amines,Trimethylamine,Oxygen,-967.94,-899.06,-68.40,-0.48
RuO2,amines,Trimethylamine,Oxygen Bridge,-967.82,-899.06,-68.40,-0.36
RuO2,amines,Trimethylamine,Metal Bridge,-968.25,-899.06,-68.40,-0.79
RuO2,imines,Methanimine,Metal,-928.46,-899.06,-27.41,-2.00
RuO2,imines,Methanimine,Oxygen,-926.65,-899.06,-27.41,-0.19
RuO2,imines,Methanimine,Oxygen Bridge,-928.44,-899.06,-27.41,-1.97
RuO2,imines,Methanimine,Metal Bridge,-928.47,-899.06,-27.41,-2.00
RuO2,imines,Ethanimine,Metal,-945.26,-899.06,-44.29,-1.90
RuO2,imines,Ethanimine,Metal,-945.27,-899.06,-44.29,-1.92
RuO2,imines,Ethanimine,Hole,-945.29,-899.06,-44.29,-1.93
RuO2,imines,Ethanimine,Hole,-945.27,-899.06,-44.29,-1.92
RuO2,imines,Ethanimine,Hole,-945.26,-899.06,-44.29,-1.91
RuO2,imines,Ethanimine,Oxygen,-943.67,-899.06,-44.29,-0.32
RuO2,imines,Ethanimine,Metal Bridge,-944.04,-899.06,-44.29,-0.68
RuO2,imines,Propan-2-imine,Metal,-962.13,-899.06,-61.09,-1.98
RuO2,imines,Propan-2-imine,Metal,-962.20,-899.06,-61.09,-2.05
RuO2,imines,Propan-2-imine,Hole,-962.07,-899.06,-61.09,-1.92
RuO2,imines,Propan-2-imine,Oxygen,-960.58,-899.06,-61.09,-0.43
RuO2,imines,Propan-2-imine,Oxygen Bridge,-962.17,-899.06,-61.09,-2.02
RuO2,imines,Propan-2-imine,Metal Bridge,-962.18,-899.06,-61.09,-2.03
RuO2,imines,N-methylmethanimine,Metal,-944.85,-899.06,-43.88,-1.91
RuO2,imines,N-methylmethanimine,Metal,-944.86,-899.06,-43.88,-1.92
RuO2,imines,N-methylmethanimine,Metal,-944.77,-899.06,-43.88,-1.82
RuO2,imines,N-methylmethanimine,Oxygen,-943.19,-899.06,-43.88,-0.25
RuO2,imines,N-methylmethanimine,Oxygen,-943.59,-899.06,-43.88,-0.65
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal,-938.04,-899.06,-37.14,-1.84
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal,-937.09,-899.06,-37.14,-0.88
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Hole,-938.29,-899.06,-37.14,-2.08
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Hole,-938.05,-899.06,-37.14,-1.84
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Oxygen,-936.77,-899.06,-37.14,-0.56
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Oxygen,-936.28,-899.06,-37.14,-0.07
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Oxygen Bridge,-938.73,-899.06,-37.14,-2.52
RuO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal Bridge,-938.28,-899.06,-37.14,-2.07
RuO2,carbonates_carboxylic-acids_esters,Formic acid,Metal,-930.16,-899.06,-29.89,-1.20
RuO2,carbonates_carboxylic-acids_esters,Formic acid,Metal,-930.24,-899.06,-29.89,-1.28
RuO2,carbonates_carboxylic-acids_esters,Formic acid,Hole,-930.11,-899.06,-29.89,-1.15
RuO2,carbonates_carboxylic-acids_esters,Formic acid,Oxygen,-929.16,-899.06,-29.89,-0.20
RuO2,carbonates_carboxylic-acids_esters,Formic acid,Metal Bridge,-931.44,-899.06,-29.89,-2.48
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal,-947.70,-899.06,-46.78,-1.85
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal,-947.09,-899.06,-46.78,-1.24
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Hole,-947.25,-899.06,-46.78,-1.40
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Hole,-946.84,-899.06,-46.78,-1.00
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen,-945.97,-899.06,-46.78,-0.12
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen,-947.19,-899.06,-46.78,-1.34
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen Bridge,-947.58,-899.06,-46.78,-1.74
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal Bridge,-947.17,-899.06,-46.78,-1.32
RuO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal Bridge,-948.35,-899.06,-46.78,-2.50
RuO2,carbamate-esters,Carbamic acid,Metal,-943.59,-899.06,-42.66,-1.87
RuO2,carbamate-esters,Carbamic acid,Metal,-943.38,-899.06,-42.66,-1.66
RuO2,carbamate-esters,Carbamic acid,Metal,-943.57,-899.06,-42.66,-1.85
RuO2,carbamate-esters,Carbamic acid,Hole,-943.58,-899.06,-42.66,-1.86
RuO2,carbamate-esters,Carbamic acid,Oxygen,-944.18,-899.06,-42.66,-2.46
RuO2,carbamate-esters,Carbamic acid,Oxygen Bridge,-944.15,-899.06,-42.66,-2.43
RuO2,carbamate-esters,Carbamic acid,Oxygen Bridge,-942.25,-899.06,-42.66,-0.53
RuO2,carbamate-esters,Carbamic acid,Metal Bridge,-943.57,-899.06,-42.66,-1.85
RuO2,carbamate-esters,Carbamic acid,Metal Bridge,-942.34,-899.06,-42.66,-0.62
RuO2,amides,Formamide,Metal,-936.00,-899.06,-36.57,-0.37
RuO2,amides,Formamide,Metal,-935.99,-899.06,-36.57,-0.36
RuO2,amides,Formamide,Metal,-936.89,-899.06,-36.57,-1.26
RuO2,amides,Formamide,Hole,-935.73,-899.06,-36.57,-0.10
RuO2,amides,Formamide,Oxygen,-934.75,-899.06,-36.57,0.88
RuO2,amides,Formamide,Oxygen,-934.78,-899.06,-36.57,0.85
RuO2,amides,Formamide,Metal Bridge,-936.07,-899.06,-36.57,-0.44
RuO2,amides,Acetamide,Metal,-952.81,-899.06,-52.11,-1.63
RuO2,amides,Acetamide,Metal,-952.87,-899.06,-52.11,-1.69
RuO2,amides,Acetamide,Metal,-952.64,-899.06,-52.11,-1.46
RuO2,amides,Acetamide,Hole,-952.89,-899.06,-52.11,-1.72
RuO2,amides,Acetamide,Hole,-952.71,-899.06,-52.11,-1.54
RuO2,amides,Acetamide,Oxygen,-952.73,-899.06,-52.11,-1.56
RuO2,amides,Acetamide,Oxygen,-951.48,-899.06,-52.11,-0.30
RuO2,amides,Acetamide,Oxygen Bridge,-953.14,-899.06,-52.11,-1.96
RuO2,amides,Acetamide,Metal Bridge,-953.12,-899.06,-52.11,-1.95
RuO2,oximes,Formaldoxime,Metal,-933.64,-899.06,-33.12,-1.45
RuO2,oximes,Formaldoxime,Metal,-934.17,-899.06,-33.12,-1.98
RuO2,oximes,Formaldoxime,Hole,-933.96,-899.06,-33.12,-1.77
